order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
8835,_______,______ ___,______,jodhpur,0,ketumada,ramdev nagar,sekhala
8836,_______,_____________,______,jodhpur,0,ketumada,vishwakarmanagar,sekhala
8837,_______,____ ______,______,jodhpur,0,ketumada,ketu manavata,sekhala
8838,_______,______,______,jodhpur,0,ketumada,ramnagar,sekhala
8839,_______,_____ ___,______,jodhpur,0,ketumada,jawahar nagar,sekhala
8840,_______,______ ___,______,jodhpur,0,ketumada,salasar nagar,sekhala
8841,____ _______,____ ______,______,jodhpur,0,bhalu anopgarh,bhalu anopgarh,sekhala
8842,____ _______,____ _______,______,jodhpur,0,bhalu anopgarh,bhalu kachhabnagar,sekhala
8843,____ _______,____ _____,______,jodhpur,0,bhalu anopgarh,bhalu jogsar,sekhala
8844,____ _______,________ ___,______,jodhpur,0,bhalu anopgarh,rankeshwar nagar,sekhala
8845,____ _______,____ _____,______,jodhpur,0,bhalu anopgarh,bhalu ratangarh,sekhala
8846,____ _______,_________ ___,______,jodhpur,0,bhalu anopgarh,ranjitsinh nagar,sekhala
8847,____ _______,___ _____,______,jodhpur,0,bhalu anopgarh,run area,sekhala
8848,____ _______,____ _________,______,jodhpur,0,bhalu anopgarh,bhalu laxmangarh,sekhala
8849,____ _______,____ ____,______,jodhpur,0,bhalu anopgarh,bhalu kalan,sekhala
8850,____ _______,____ _______,______,jodhpur,0,bhalu anopgarh,bhalu dungargarh,sekhala
8851,____ _______,____ ______,______,jodhpur,0,bhalu anopgarh,bhalu shernagar,sekhala
8852,____ _______,____ __________,______,jodhpur,0,bhalu anopgarh,bhalu kumbania,sekhala
8853,____ _______,__________,______,jodhpur,0,bhalu anopgarh,tej singh nagar,sekhala
8854,____ _______,______ ___,______,jodhpur,0,bhalu anopgarh,poonavat nagar,sekhala
8855,____ _______,____ _______ ___,______,jodhpur,0,bhalu anopgarh,shri karan singh nagar,sekhala
8856,____ _____,____ _____,______,jodhpur,0,bhalu rajwa,bhalu rajwa,sekhala
8857,____ _____,____ ______,______,jodhpur,0,bhalu rajwa,bhalu devanagar,sekhala
8858,____ _____,____ _________,______,jodhpur,0,bhalu rajwa,bhalu mahadevanagar,sekhala
8859,____ _____,____ _________,______,jodhpur,0,bhalu rajwa,bhalu jawaharpura,sekhala
8860,____ _____,____ _______ ___,______,jodhpur,0,bhalu rajwa,shaheed jor singh nagar,sekhala
8861,____ _____,____ ______,______,jodhpur,0,bhalu rajwa,bhalu udayanagar,sekhala
8862,____ _____,____ ______ ___,______,jodhpur,0,bhalu rajwa,bhalu ramdev nagar,sekhala
8863,______,______,______,jodhpur,0,dairy,deria,sekhala
8864,______,________ ___,______,jodhpur,0,dairy,moti singh nagar,sekhala
8865,______,________,______,jodhpur,0,dairy,jagroopnagar,sekhala
8866,______,_______ ___,______,jodhpur,0,dairy,budh singh nagar,sekhala
8867,______,______,______,jodhpur,0,dairy,meeria,sekhala
8868,______,________ ___,______,jodhpur,0,dairy,anop singh nagar,sekhala
8869,______,_______ ___,______,jodhpur,0,dairy,ramsingh nagar,sekhala
8870,____,____,______,jodhpur,0,chamu,chamu,sekhala
8871,____,_______,______,jodhpur,0,chamu,harisagar,sekhala
8872,____,___ ____,______,jodhpur,0,chamu,daze sagar,sekhala
8873,____,_________,______,jodhpur,0,chamu,ranjitasagar,sekhala
8874,___________,___________,______,jodhpur,0,prahladpura,prahladpura,sekhala
8875,___________,______ __ ____,______,jodhpur,0,prahladpura,mooloji's bera,sekhala
8876,___________,__ ___ ___,______,jodhpur,0,prahladpura,ma sati nagar,sekhala
8877,_______,_______,______,jodhpur,0,rajsagar,rajsagar,sekhala
8878,_______,____ ___,______,jodhpur,0,rajsagar,saib nagar,sekhala
8879,_______,____ ___,______,jodhpur,0,rajsagar,saran nagar,sekhala
8880,_______,_________,______,jodhpur,0,rajsagar,sajjansagar,sekhala
8881,_______,____ ____,______,jodhpur,0,rajsagar,moti sea,sekhala
8882,_______,_______,______,jodhpur,0,godi,godi,sekhala
8883,_______,______,______,jodhpur,0,godi,lalnagar,sekhala
8884,_______,_____ ___,______,jodhpur,0,godi,tilan nagar,sekhala
8885,_______,_______,______,jodhpur,0,godi,babunagar,sekhala
8886,_______,____ ___,______,jodhpur,0,godi,moti nagar,sekhala
8887,_______,_____ ___,______,jodhpur,0,godi,bagatan nagar,sekhala
8888,______,______,______,jodhpur,0,nathdow,nathdow,sekhala
8889,______,_______,______,jodhpur,0,nathdow,majalnagar,sekhala
8890,______,______ ___,______,jodhpur,0,nathdow,ramdev nagar,sekhala
8891,______,________ ___,______,jodhpur,0,nathdow,babusinh nagar,sekhala
8892,______,______,______,jodhpur,0,nathdow,amnagar,sekhala
8893,______,______,______,jodhpur,0,nathdow,rupnagar,sekhala
8894,______,_______ ___,______,jodhpur,0,nathdow,chansingh nagar,sekhala
8895,______,_________,______,jodhpur,0,nathdow,gopalpura,sekhala
8896,______,_______,______,jodhpur,0,nathdow,fatehanagar,sekhala
8897,______,_____________,______,jodhpur,0,nathdow,vishwakarmanagar,sekhala
8898,______,_______ ___,______,jodhpur,0,nathdow,kansingh nagar,sekhala
8899,______,____ ___,______,jodhpur,0,nathdow,ajit nagar,sekhala
8900,______,_____ ___,______,jodhpur,0,nathdow,karalai nagar,sekhala
8901,______ _______,_____ _______,______,jodhpur,0,laudata achlavata,laudata achlavata,sekhala
8902,______ _______,_____ ________,______,jodhpur,0,laudata achlavata,laudata haridasot,sekhala
8903,______ _______,_____,______,jodhpur,0,laudata achlavata,ramsar,sekhala
8904,______ _______,______,______,jodhpur,0,laudata achlavata,mukansar,sekhala
8905,________,________,______,jodhpur,0,devaniya,devaniya,sekhala
8906,________,______ __ ___,______,jodhpur,0,devaniya,barass bass,sekhala
8907,________,______ __ ___,______,jodhpur,0,devaniya,pandito's bass,sekhala
8908,________,_____ ___,______,jodhpur,0,devaniya,baldev nagar,sekhala
8909,________,_______,______,jodhpur,0,devaniya,paboonagar,sekhala
8910,______,______,______,jodhpur,0,barnaau,barnaau,sekhala
8911,______,_______ ___,______,jodhpur,0,barnaau,begadev nagar,sekhala
8912,______,____ ___,______,jodhpur,0,barnaau,karni nagar,sekhala
8913,______,_______ ____ ___,______,jodhpur,0,barnaau,saffron kanwar nagar,sekhala
8914,______,__________,______,jodhpur,0,barnaau,hanuman sagar,sekhala
8915,_____,_____,______,jodhpur,0,dera,dera,sekhala
8916,_____,________,______,jodhpur,0,dera,premnagar,sekhala
8917,_____,______,______,jodhpur,0,dera,motisar,sekhala
8918,_____,__________,______,jodhpur,0,dera,hanuwantnagar,sekhala
8919,_____,_____,______,jodhpur,0,dera,madasar,sekhala
8920,_____,_________ ___,______,jodhpur,0,dera,guman singh nagar,sekhala
8921,_____,_________,______,jodhpur,0,dera,alidasnagar,sekhala
8922,_____,______,______,jodhpur,0,dera,hapasar,sekhala
8923,_____,______,______,jodhpur,0,dera,veemsar,sekhala
8924,_____,_______ ___,______,jodhpur,0,dera,chhatgarh hapa,sekhala
8925,_____,_____,______,jodhpur,0,lavaran,lavaran,sekhala
8926,_____,_____,______,jodhpur,0,lavaran,shivsar,sekhala
8927,_____,________,______,jodhpur,0,lavaran,ummedgarh,sekhala
8928,_____,________ ___,______,jodhpur,0,lavaran,rewat singh nagar,sekhala
8929,_____,_________,______,jodhpur,0,lavaran,gokalsadev,sekhala
8930,_____,_____ ___,______,jodhpur,0,lavaran,gosai nagar,sekhala
8931,_____,____ __ _____,______,jodhpur,0,lavaran,dedha chak i,sekhala
8932,_____,____ __ _______,______,jodhpur,0,lavaran,dedha chak ii,sekhala
8933,_____,____ __ _____,______,jodhpur,0,lavaran,dedha chak iii,sekhala
8934,_____,10.________ ___,______,jodhpur,0,lavaran,10. hukam singh nagar,sekhala
8935,_____,_________,______,jodhpur,0,lavaran,dungarpura,sekhala
8936,_______,_______,______,jodhpur,0,dhirpura,dhirpura,sekhala
8937,_______,______,______,jodhpur,0,dhirpura,mokamgarh,sekhala
8938,_______,________,______,jodhpur,0,dhirpura,mehtabgarh,sekhala
8939,_______,____ ____,______,jodhpur,0,dhirpura,ketu hema,sekhala
8940,_______,______,______,jodhpur,0,dhirpura,bhagatgarh,sekhala
8941,______,______,______,jodhpur,0,tadia,tadia,sekhala
8942,______,_________,______,jodhpur,0,tadia,bhagwan sagar,sekhala
8943,______,_________ ___,______,jodhpur,0,tadia,jambheshwar nagar,sekhala
8944,______,________ ___,______,jodhpur,0,tadia,sangsingh nagar,sekhala
8945,______,______ ___,______,jodhpur,0,tadia,kalani nagar,sekhala
8946,______,______,______,jodhpur,0,tadia,khargasar,sekhala
8947,______,______,_____,jodhpur,0,somessar,somessar,shergarh
8948,______,_______,_____,jodhpur,0,somessar,pugalia,shergarh
8949,______,_______,_____,jodhpur,0,somessar,viramanagar,shergarh
8950,______,______,_____,jodhpur,0,somessar,badargarh,shergarh
8951,______,______,_____,jodhpur,0,somessar,bhonasar,shergarh
8952,________,________,_____,jodhpur,0,suwalia,suwalia,shergarh
8953,________,________,_____,jodhpur,0,suwalia,kishanpura,shergarh
8954,________,______ ___,_____,jodhpur,0,suwalia,jhubaraka rai,shergarh
8955,________,______ ___,_____,jodhpur,0,suwalia,balaji nagar,shergarh
8956,________,_________,_____,jodhpur,0,suwalia,lumbansar,shergarh
8957,________,_______,_____,jodhpur,0,suwalia,ganganagar,shergarh
8958,________,______,_____,jodhpur,0,suwalia,khemasar,shergarh
8959,________,_________,_____,jodhpur,0,suwalia,prem sagar,shergarh
8960,______,_____,_____,jodhpur,0,bhungra,bhanghara,shergarh
8961,______,________,_____,jodhpur,0,bhungra,bahadurgarh,shergarh
8962,______,_____,_____,jodhpur,0,bhungra,devgarh,shergarh
8963,______,_______,_____,jodhpur,0,bhungra,balanagar,shergarh
8964,______,_______,_____,jodhpur,0,bhungra,ranjitgarh,shergarh
8965,_________,_________,_____,jodhpur,0,gajsihanagar,gajsihanagar,shergarh
8966,_________,_________,_____,jodhpur,0,gajsihanagar,prem sagar,shergarh
8967,_________,____________,_____,jodhpur,0,gajsihanagar,rajendranagar,shergarh
8968,_________,_______,_____,jodhpur,0,gajsihanagar,bhairusih,shergarh
8969,_________,___,_____,jodhpur,0,gajsihanagar,city,shergarh
8970,_____,_____,_____,jodhpur,0,raisar,raisar,shergarh
8971,___,___,_____,jodhpur,0,gada,gada,shergarh
8972,___,_____,_____,jodhpur,0,gada,abhayagarh,shergarh
8973,___,_______,_____,jodhpur,0,gada,ratanpura,shergarh
8974,_____ _____,_____ _____,_____,jodhpur,0,khirja tibana,khirja tibana,shergarh
8975,_____ _____,_______,_____,jodhpur,0,khirja tibana,timbadi,shergarh
8976,_____ _____,_____ ____,_____,jodhpur,0,khirja tibana,khirja bhoja,shergarh
8977,_____ _____,_____,_____,jodhpur,0,khirja tibana,khirja,shergarh
8978,_____ _____,_______,_____,jodhpur,0,khirja tibana,fatehsih,shergarh
8979,___________,___________,_____,jodhpur,0,nahar singh nagar,nahar singh nagar,shergarh
8980,___________,_____,_____,jodhpur,0,nahar singh nagar,nathasar,shergarh
8981,___________,______,_____,jodhpur,0,nahar singh nagar,ramnagar,shergarh
8982,___________,______,_____,jodhpur,0,nahar singh nagar,baghnagar,shergarh
8983,____________,____________,_____,jodhpur,0,guman singhpura,guman singhpura,shergarh
8984,____________,________,_____,jodhpur,0,guman singhpura,bhopalnagar,shergarh
8985,____________,_______ ___,_____,jodhpur,0,guman singhpura,nathusih nagar,shergarh
8986,____________,________ ___,_____,jodhpur,0,guman singhpura,panne singh nagar,shergarh
8987,____________,________,_____,jodhpur,0,guman singhpura,ranjitnagar,shergarh
8988,____________,_____,_____,jodhpur,0,guman singhpura,ratangarh,shergarh
8989,____,____,_____,jodhpur,0,chaba,chaba,shergarh
8990,____,____________,_____,jodhpur,0,chaba,durgasihpura,shergarh
8991,____,______,_____,jodhpur,0,chaba,telasar,shergarh
8992,____,____________,_____,jodhpur,0,chaba,jamdalakshman,shergarh
8993,____,__,_____,jodhpur,0,chaba,garh,shergarh
8994,____,_____ ___,_____,jodhpur,0,chaba,jamda nagar,shergarh
8995,____,__________,_____,jodhpur,0,chaba,daulat singhnagar,shergarh
8996,____,_______,_____,jodhpur,0,chaba,gennagar,shergarh
8997,____,_______,_____,jodhpur,0,chaba,sukhsagar,shergarh
8998,____,________,_____,jodhpur,0,chaba,sohan singh,shergarh
8999,____,___,_____,jodhpur,0,chaba,city,shergarh
9000,___,___,_____,jodhpur,0,sai,sai,shergarh
9001,___,_______,_____,jodhpur,0,sai,lalsagar,shergarh
9002,___,___________,_____,jodhpur,0,sai,sangsihpura,shergarh
9003,___,________,_____,jodhpur,0,sai,hanifsagar,shergarh
9004,______,______,_____,jodhpur,0,devigarh,devigarh,shergarh
9005,______,_________,_____,jodhpur,0,devigarh,simrathpura,shergarh
9006,______,______,_____,jodhpur,0,devigarh,sohangarh,shergarh
9007,______,____ _______ ___,_____,jodhpur,0,devigarh,shri ranusih nagar,shergarh
9008,______,__________,_____,jodhpur,0,devigarh,hanuman sagar,shergarh
9009,______,_______,_____,jodhpur,0,devigarh,shivpura,shergarh
9010,______,______,_____,jodhpur,0,sabarrsar,sabarrsar,shergarh
9011,______,_______,_____,jodhpur,0,sabarrsar,mirpura,shergarh
9012,______,________,_____,jodhpur,0,sabarrsar,vimpura,shergarh
9013,______,_______,_____,jodhpur,0,sabarrsar,dhumsagar,shergarh
9014,______,_______,_____,jodhpur,0,sabarrsar,hemsagar,shergarh
9015,______,__________,_____,jodhpur,0,sabarrsar,islampura,shergarh
9016,______,____,_____,jodhpur,0,sabarrsar,shree,shergarh
9017,______,_________,_____,jodhpur,0,sabarrsar,khet singhnagar,shergarh
9018,______,_______,_____,jodhpur,0,sabarrsar,amarpura,shergarh
9019,________,________,_____,jodhpur,0,dasania,dasania,shergarh
9020,________,______,_____,jodhpur,0,dasania,rupnagar,shergarh
9021,________,_____,_____,jodhpur,0,dasania,darshan,shergarh
9022,________,____ __ ____,_____,jodhpur,0,dasania,dade ki berry,shergarh
9023,________,______,_____,jodhpur,0,dasania,kanasar,shergarh
9024,________,_____________,_____,jodhpur,0,dasania,santoshnathpura,shergarh
9025,________,_______,_____,jodhpur,0,dasania,bidasar,shergarh
9026,________,______,_____,jodhpur,0,dasania,jaitasar,shergarh
9027,________,_______,_____,jodhpur,0,dasania,fatesagar,shergarh
9028,______,______,_____,jodhpur,0,pabusar,pabusar,shergarh
9029,______,_____,_____,jodhpur,0,pabusar,nathasar,shergarh
9030,______,_______,_____,jodhpur,0,pabusar,anandsar,shergarh
9031,______,_________,_____,jodhpur,0,pabusar,bagiramnagar,shergarh
9032,______,______ ___,_____,jodhpur,0,pabusar,chanasih nagar,shergarh
9033,______,________,_____,jodhpur,0,pabusar,santoshnagar,shergarh
9034,______,______,_____,jodhpur,0,pabusar,amarasar,shergarh
9035,______,______,_____,jodhpur,0,pabusar,rawatsar,shergarh
9036,______,_______,_____,jodhpur,0,pabusar,maknasar,shergarh
9037,______,______,_____,jodhpur,0,pabusar,lakh eg,shergarh
9038,______,_________,_____,jodhpur,0,pabusar,rugnathnagar,shergarh
9039,______,______,_____,jodhpur,0,pabusar,ajitgarh,shergarh
9040,______,_______,_____,jodhpur,0,pabusar,sohannagar,shergarh
9041,______,_______,_____,jodhpur,0,pabusar,sukhsagar,shergarh
9042,________,________,_____,jodhpur,0,kishorenagar,kishorenagar,shergarh
9043,________,_______,_____,jodhpur,0,kishorenagar,pannasar,shergarh
9044,________,_______,_____,jodhpur,0,kishorenagar,raidhangarh,shergarh
9045,________,_____,_____,jodhpur,0,kishorenagar,ramsar,shergarh
9046,________,________,_____,jodhpur,0,kishorenagar,shimbhgadh,shergarh
9047,________,_________,_____,jodhpur,0,kishorenagar,ramdevanagar,shergarh
9048,________,_______,_____,jodhpur,0,kishorenagar,urjanagar,shergarh
9049,________,_________,_____,jodhpur,0,kishorenagar,raidhanpura,shergarh
9050,_____,_____,_____,jodhpur,0,cheri,cheri,tiwari
9051,_____,______,_____,jodhpur,0,cheri,badbas,tiwari
9052,_____ _______,_____ _______,_____,jodhpur,0,bheeser kotwali,bheeser kotwali,tiwari
9053,_____ _______,_____,_____,jodhpur,0,bheeser kotwali,bheeser,tiwari
9054,_____ _______,___________,_____,jodhpur,0,bheeser kotwali,chavandiyali,tiwari
9055,_____ _______,_____ _____,_____,jodhpur,0,bheeser kotwali,bheeser qutdi,tiwari
9056,________,________,_____,jodhpur,0,khudiala,khudiala,tiwari
9057,________,_________ _____,_____,jodhpur,0,khudiala,kiramsaria kalla,tiwari
9058,________,_________ _____,_____,jodhpur,0,khudiala,kiramsaria khurd,tiwari
9059,_______ ______,_______ ______,_____,jodhpur,0,chaupasni charanan,chaupasni charanan,tiwari
9060,_______ ______,_____,_____,jodhpur,0,chaupasni charanan,kotda,tiwari
9061,_______ ______,________ ______,_____,jodhpur,0,chaupasni charanan,ramdevra rajasani,tiwari
9062,_______ ______,_______,_____,jodhpur,0,chaupasni charanan,rajasani,tiwari
9063,_____,_____,_____,jodhpur,0,ghevada,ghevada,tiwari
9064,_____,_____ __ ____,_____,jodhpur,0,ghevada,dhani ki dhani,tiwari
9065,____,____,_____,jodhpur,0,jailu,jailu,tiwari
9066,____,_____,_____,jodhpur,0,jailu,ramgarh,tiwari
9067,_____,_____,_____,jodhpur,0,gagadi,gagadi,tiwari
9068,_____,______,_____,jodhpur,0,gagadi,tajnagar,tiwari
9069,_____,_________ _____,_____,jodhpur,0,gagadi,bijariyan bawdi,tiwari
9070,_________,_________,_____,jodhpur,0,chandalia,chandalia,tiwari
9071,_________,______,_____,jodhpur,0,chandalia,shivnagar,tiwari
9072,__________,__________,_____,jodhpur,0,gopasariyan,gopasariyan,tiwari
9073,__________,_________ ___,_____,jodhpur,0,gopasariyan,mandian art,tiwari
9074,______ _____,______ _____,_____,jodhpur,0,panchala khurd,panchala khurd,tiwari
9075,______ _____,_______ ___,_____,jodhpur,0,panchala khurd,jagdamba nagar,tiwari
9076,______ _____,_____________ ___,_____,jodhpur,0,panchala khurd,laxminarayan nagar,tiwari
9077,______ _____,_____ ____,_____,jodhpur,0,panchala khurd,jasnath badi,tiwari
9078,_______ _______,_______ _______,_____,jodhpur,0,rampura bhatiyan,rampura bhatiyan,tiwari
9079,_______ _______,________ __ ____,_____,jodhpur,0,rampura bhatiyan,sindhi ki dhani,tiwari
9080,_______ _______,______,_____,jodhpur,0,rampura bhatiyan,ramnagar,tiwari
9081,____ __ ____,____ __ ____,_____,jodhpur,0,meeno dhani,meeno dhani,tiwari
9082,____ __ ____,______,_____,jodhpur,0,meeno dhani,ramnagar,tiwari
9083,______ ___,______ ___,_____,jodhpur,0,dholia nagar,dholia nagar,tiwari
9084,______ ___,_________,_____,jodhpur,0,dholia nagar,prem sagar,tiwari
9085,______ ___,__________,_____,jodhpur,0,dholia nagar,hastipur,tiwari
9086,______ ___,___ _ _______,_____,jodhpur,0,dholia nagar,sou and bhambhu,tiwari
9087,______ ___,__ ____,_____,jodhpur,0,dholia nagar,ki dhani,tiwari
9088,______ ___,___ _____ ____,_____,jodhpur,0,dholia nagar,good basni aka,tiwari
9089,______ ___,________,_____,jodhpur,0,dholia nagar,bhalasaria,tiwari
9090,______ ___,_________,_____,jodhpur,0,dholia nagar,vishnunagar,tiwari
9091,______,______,_______,karauli,0,lahchoda,lahchoda,hindaun
9092,______,_______,_______,karauli,0,lahchoda,gudhapol,hindaun
9093,______,______,_______,karauli,0,lahchoda,chandila,hindaun
9094,______,_________,_______,karauli,0,lahchoda,gaddipura,hindaun
9095,____,____,_______,karauli,0,pali,pali,hindaun
9096,____,______,_______,karauli,0,pali,churali,hindaun
9097,____,________ __,_______,karauli,0,pali,khirkian's,hindaun
